case,activity,start_time,end_time
group.hotel.2019-10-07_00-55-01_01.mongo.csv,MongoDump,2019-10-09 02:24:42,2019-10-09 02:49:16
group.hotel.2019-10-07_00-55-01_01.mongo.csv,MongoDump,2019-10-09 02:24:43,2019-10-09 02:24:46
group.hotel.2019-10-07_00-55-01_01.mongo.csv,MongoDump,2019-10-09 02:24:46,2019-10-09 02:24:49
group.hotel.2019-10-07_00-55-01_01.mongo.csv,MongoDump,2019-10-09 02:24:49,2019-10-09 02:24:54
group.hotel.2019-10-07_00-55-01_01.mongo.csv,MongoDump,2019-10-09 02:24:54,2019-10-09 02:24:57
group.hotel.2019-10-07_00-55-01_01.mongo.csv,MongoDump,2019-10-09 02:24:57,2019-10-09 02:25:17
group.hotel.2019-10-07_00-55-01_01.mongo.csv,MongoDump,2019-10-09 02:25:17,2019-10-09 02:25:20
group.hotel.2019-10-07_00-55-01_01.mongo.csv,MongoDump,2019-10-09 02:25:20,2019-10-09 02:48:30
group.hotel.2019-10-07_00-55-01_01.mongo.csv,MongoDump,2019-10-09 02:27:24,2019-10-09 02:29:29
group.hotel.2019-10-07_00-55-01_01.mongo.csv,MongoDump,2019-10-09 02:29:29,2019-10-09 02:29:32
group.hotel.2019-10-07_00-55-01_01.mongo.csv,MongoDump,2019-10-09 02:29:32,2019-10-09 02:29:36
group.hotel.2019-10-07_00-55-01_01.mongo.csv,MongoDump,2019-10-09 02:29:36,2019-10-09 02:31:07
group.hotel.2019-10-07_00-55-01_01.mongo.csv,MongoDump,2019-10-09 02:31:07,2019-10-09 02:31:10
group.hotel.2019-10-07_00-55-01_01.mongo.csv,MongoDump,2019-10-09 02:31:10,2019-10-09 02:31:13
group.hotel.2019-10-07_00-55-01_01.mongo.csv,MongoDump,2019-10-09 02:31:13,2019-10-09 02:31:16
group.hotel.2019-10-07_00-55-01_01.mongo.csv,MongoDump,2019-10-09 02:31:16,2019-10-09 02:31:35
group.hotel.2019-10-07_00-55-01_01.mongo.csv,MongoDump,2019-10-09 02:31:35,2019-10-09 02:31:37
group.hotel.2019-10-07_00-55-01_01.mongo.csv,MongoDump,2019-10-09 02:31:37,2019-10-09 02:31:41
group.hotel.2019-10-07_00-55-01_01.mongo.csv,MongoDump,2019-10-09 02:31:41,2019-10-09 02:31:44
group.hotel.2019-10-07_00-55-01_01.mongo.csv,MongoDump,2019-10-09 02:31:44,2019-10-09 02:31:47
group.hotel.2019-10-07_00-55-01_01.mongo.csv,MongoDump,2019-10-09 02:31:47,2019-10-09 02:31:58
group.hotel.2019-10-07_00-55-01_01.mongo.csv,MongoDump,2019-10-09 02:31:58,2019-10-09 02:32:01
group.hotel.2019-10-07_00-55-01_01.mongo.csv,MongoDump,2019-10-09 02:32:01,2019-10-09 02:32:07
group.hotel.2019-10-07_00-55-01_01.mongo.csv,MongoDump,2019-10-09 02:32:07,2019-10-09 02:32:09
group.hotel.2019-10-07_00-55-01_01.mongo.csv,MongoDump,2019-10-09 02:32:09,2019-10-09 02:32:16
group.hotel.2019-10-07_00-55-01_01.mongo.csv,MongoDump,2019-10-09 02:32:16,2019-10-09 02:32:19
group.hotel.2019-10-07_00-55-01_01.mongo.csv,MongoDump,2019-10-09 02:32:19,2019-10-09 02:32:25
group.hotel.2019-10-07_00-55-01_01.mongo.csv,MongoDump,2019-10-09 02:32:25,2019-10-09 02:32:29
group.hotel.2019-10-07_00-55-01_01.mongo.csv,MongoDump,2019-10-09 02:32:29,2019-10-09 02:32:32
group.hotel.2019-10-07_00-55-01_01.mongo.csv,MongoDump,2019-10-09 02:32:32,2019-10-09 02:32:35
group.hotel.2019-10-07_00-55-01_01.mongo.csv,MongoDump,2019-10-09 02:32:35,2019-10-09 02:32:42
group.hotel.2019-10-07_00-55-01_01.mongo.csv,MongoDump,2019-10-09 02:32:42,2019-10-09 02:32:45
group.hotel.2019-10-07_00-55-01_01.mongo.csv,MongoDump,2019-10-09 02:32:45,2019-10-09 02:32:48
group.hotel.2019-10-07_00-55-01_01.mongo.csv,MongoDump,2019-10-09 02:32:48,2019-10-09 02:32:50
group.hotel.2019-10-07_00-55-01_01.mongo.csv,MongoDump,2019-10-09 02:32:50,2019-10-09 02:32:54
group.hotel.2019-10-07_00-55-01_01.mongo.csv,MongoDump,2019-10-09 02:32:54,2019-10-09 02:32:57
group.hotel.2019-10-07_00-55-01_01.mongo.csv,MongoDump,2019-10-09 02:32:57,2019-10-09 02:33:04
group.hotel.2019-10-07_00-55-01_01.mongo.csv,MongoDump,2019-10-09 02:33:04,2019-10-09 02:33:07
group.hotel.2019-10-07_00-55-01_01.mongo.csv,MongoDump,2019-10-09 02:33:07,2019-10-09 02:33:11
group.hotel.2019-10-07_00-55-01_01.mongo.csv,MongoDump,2019-10-09 02:33:11,2019-10-09 03:18:11
group.hotel.2019-10-07_00-55-01_01.mongo.csv,MongoDump,2019-10-09 02:48:30,2019-10-09 02:48:33
group.hotel.2019-10-07_00-55-01_01.mongo.csv,MongoDump,2019-10-09 02:48:33,2019-10-09 02:48:37
group.hotel.2019-10-07_00-55-01_01.mongo.csv,MongoDump,2019-10-09 02:48:37,2019-10-09 02:49:35
group.hotel.2019-10-07_00-55-01_01.mongo.csv,MongoDump,2019-10-09 02:49:16,2019-10-09 02:49:20
group.hotel.2019-10-07_00-55-01_01.mongo.csv,MongoDump,2019-10-09 02:49:20,2019-10-09 02:49:30
group.hotel.2019-10-07_00-55-01_01.mongo.csv,MongoDump,2019-10-09 02:49:30,2019-10-09 02:49:33
group.hotel.2019-10-07_00-55-01_01.mongo.csv,MongoDump,2019-10-09 02:49:33,2019-10-09 02:49:36
group.hotel.2019-10-07_00-55-01_01.mongo.csv,MongoDump,2019-10-09 02:49:35,2019-10-09 02:49:37
group.hotel.2019-10-07_00-55-01_01.mongo.csv,MongoDump,2019-10-09 02:49:36,2019-10-09 02:49:45
group.hotel.2019-10-07_00-55-01_01.mongo.csv,MongoDump,2019-10-09 02:49:37,2019-10-09 02:49:40
group.hotel.2019-10-07_00-55-01_01.mongo.csv,MongoDump,2019-10-09 02:49:40,2019-10-09 02:49:45
group.hotel.2019-10-07_00-55-01_01.mongo.csv,MongoDump,2019-10-09 02:49:45,2019-10-09 02:50:08
group.hotel.2019-10-07_00-55-01_01.mongo.csv,MongoDump,2019-10-09 02:49:45,2019-10-09 02:49:47
group.hotel.2019-10-07_00-55-01_01.mongo.csv,MongoDump,2019-10-09 02:49:48,2019-10-09 02:49:50
group.hotel.2019-10-07_00-55-01_01.mongo.csv,MongoDump,2019-10-09 02:49:50,2019-10-09 02:50:06
group.hotel.2019-10-07_00-55-01_01.mongo.csv,MongoDump,2019-10-09 02:50:06,2019-10-09 02:50:09
group.hotel.2019-10-07_00-55-01_01.mongo.csv,MongoDump,2019-10-09 02:50:08,2019-10-09 02:50:12
group.hotel.2019-10-07_00-55-01_01.mongo.csv,MongoDump,2019-10-09 02:50:09,2019-10-09 02:50:12
group.hotel.2019-10-07_00-55-01_01.mongo.csv,MongoDump,2019-10-09 02:50:12,2019-10-09 02:50:15
group.hotel.2019-10-07_00-55-01_01.mongo.csv,MongoDump,2019-10-09 02:50:12,2019-10-09 02:50:15
group.hotel.2019-10-07_00-55-01_01.mongo.csv,MongoDump,2019-10-09 02:50:15,2019-10-09 02:50:18
group.hotel.2019-10-07_00-55-01_01.mongo.csv,MongoDump,2019-10-09 02:50:15,2019-10-09 02:50:18
group.hotel.2019-10-07_00-55-01_01.mongo.csv,MongoDump,2019-10-09 02:50:18,2019-10-09 02:50:22
group.hotel.2019-10-07_00-55-01_01.mongo.csv,MongoDump,2019-10-09 02:50:18,2019-10-09 02:50:23
group.hotel.2019-10-07_00-55-01_01.mongo.csv,MongoDump,2019-10-09 02:50:22,2019-10-09 02:50:26
group.hotel.2019-10-07_00-55-01_01.mongo.csv,MongoDump,2019-10-09 02:50:23,2019-10-09 02:50:39
group.hotel.2019-10-07_00-55-01_01.mongo.csv,MongoDump,2019-10-09 02:50:26,2019-10-09 02:50:29
group.hotel.2019-10-07_00-55-01_01.mongo.csv,MongoDump,2019-10-09 02:50:29,2019-10-09 02:53:14
group.hotel.2019-10-07_00-55-01_01.mongo.csv,CreateMongoIndex,2019-10-09 02:50:29,2019-10-09 02:50:33
group.hotel.2019-10-07_00-55-01_01.mongo.csv,MongoDump,2019-10-09 02:50:39,2019-10-09 02:50:47
group.hotel.2019-10-07_00-55-01_01.mongo.csv,MongoDump,2019-10-09 02:50:47,2019-10-09 02:50:51
group.hotel.2019-10-07_00-55-01_01.mongo.csv,MongoDump,2019-10-09 02:50:51,2019-10-09 02:50:53
group.hotel.2019-10-07_00-55-01_01.mongo.csv,MongoDump,2019-10-09 02:50:53,2019-10-09 02:50:56
group.hotel.2019-10-07_00-55-01_01.mongo.csv,MongoDump,2019-10-09 02:50:56,2019-10-09 02:51:00
group.hotel.2019-10-07_00-55-01_01.mongo.csv,MongoDump,2019-10-09 02:51:00,2019-10-09 02:51:04
group.hotel.2019-10-07_00-55-01_01.mongo.csv,MongoDump,2019-10-09 02:51:04,2019-10-09 02:51:06
group.hotel.2019-10-07_00-55-01_01.mongo.csv,MongoDump,2019-10-09 02:51:06,2019-10-09 02:52:52
group.hotel.2019-10-07_00-55-01_01.mongo.csv,MongoDump,2019-10-09 02:52:52,2019-10-09 02:53:07
group.hotel.2019-10-07_00-55-01_01.mongo.csv,MongoDump,2019-10-09 02:53:08,2019-10-09 02:53:11
group.hotel.2019-10-07_00-55-01_01.mongo.csv,MongoDump,2019-10-09 02:53:11,2019-10-09 02:53:16
group.hotel.2019-10-07_00-55-01_01.mongo.csv,MongoDump,2019-10-09 02:53:14,2019-10-09 02:53:16
group.hotel.2019-10-07_00-55-01_01.mongo.csv,MongoDump,2019-10-09 02:53:16,2019-10-09 02:53:21
group.hotel.2019-10-07_00-55-01_01.mongo.csv,MongoDump,2019-10-09 02:53:17,2019-10-09 02:53:27
group.hotel.2019-10-07_00-55-01_01.mongo.csv,MongoDump,2019-10-09 02:53:21,2019-10-09 02:53:24
group.hotel.2019-10-07_00-55-01_01.mongo.csv,MongoDump,2019-10-09 02:53:24,2019-10-09 02:54:23
group.hotel.2019-10-07_00-55-01_01.mongo.csv,MongoDump,2019-10-09 02:53:27,2019-10-09 02:53:30
group.hotel.2019-10-07_00-55-01_01.mongo.csv,MongoDump,2019-10-09 02:53:30,2019-10-09 02:53:33
group.hotel.2019-10-07_00-55-01_01.mongo.csv,MongoDump,2019-10-09 02:53:33,2019-10-09 02:53:36
group.hotel.2019-10-07_00-55-01_01.mongo.csv,MongoDump,2019-10-09 02:53:36,2019-10-09 02:54:12
group.hotel.2019-10-07_00-55-01_01.mongo.csv,MongoDump,2019-10-09 02:54:12,2019-10-09 02:54:45
group.hotel.2019-10-07_00-55-01_01.mongo.csv,MongoDump,2019-10-09 02:54:23,2019-10-09 02:54:26
group.hotel.2019-10-07_00-55-01_01.mongo.csv,MongoDump,2019-10-09 02:54:26,2019-10-09 02:54:29
group.hotel.2019-10-07_00-55-01_01.mongo.csv,MongoDump,2019-10-09 02:54:29,2019-10-09 02:54:32
group.hotel.2019-10-07_00-55-01_01.mongo.csv,MongoDump,2019-10-09 02:54:32,2019-10-09 02:54:36
group.hotel.2019-10-07_00-55-01_01.mongo.csv,MongoDump,2019-10-09 02:54:36,2019-10-09 02:54:46
group.hotel.2019-10-07_00-55-01_01.mongo.csv,MongoDump,2019-10-09 02:54:46,2019-10-09 02:54:49
group.hotel.2019-10-07_00-55-01_01.mongo.csv,MongoDump,2019-10-09 02:54:46,2019-10-09 02:54:48
group.hotel.2019-10-07_00-55-01_01.mongo.csv,MongoDump,2019-10-09 02:54:48,2019-10-09 02:54:51
group.hotel.2019-10-07_00-55-01_01.mongo.csv,MongoDump,2019-10-09 02:54:49,2019-10-09 02:54:53
group.hotel.2019-10-07_00-55-01_01.mongo.csv,MongoDump,2019-10-09 02:54:51,2019-10-09 02:54:59
group.hotel.2019-10-07_00-55-01_01.mongo.csv,MongoDump,2019-10-09 02:54:53,2019-10-09 02:55:16
group.hotel.2019-10-07_00-55-01_01.mongo.csv,MongoDump,2019-10-09 02:54:59,2019-10-09 02:55:03
group.hotel.2019-10-07_00-55-01_01.mongo.csv,MongoDump,2019-10-09 02:55:03,2019-10-09 02:55:07
group.hotel.2019-10-07_00-55-01_01.mongo.csv,MongoDump,2019-10-09 02:55:07,2019-10-09 02:55:10
group.hotel.2019-10-07_00-55-01_01.mongo.csv,MongoDump,2019-10-09 02:55:10,2019-10-09 02:55:14
group.hotel.2019-10-07_00-55-01_01.mongo.csv,MongoDump,2019-10-09 02:55:14,2019-10-09 02:55:37
group.hotel.2019-10-07_00-55-01_01.mongo.csv,MongoDump,2019-10-09 02:55:16,2019-10-09 02:55:19
group.hotel.2019-10-07_00-55-01_01.mongo.csv,MongoDump,2019-10-09 02:55:19,2019-10-09 02:55:29
group.hotel.2019-10-07_00-55-01_01.mongo.csv,MongoDump,2019-10-09 02:55:29,2019-10-09 02:55:32
group.hotel.2019-10-07_00-55-01_01.mongo.csv,MongoDump,2019-10-09 02:55:32,2019-10-09 02:55:50
group.hotel.2019-10-07_00-55-01_01.mongo.csv,MongoDump,2019-10-09 02:55:37,2019-10-09 02:55:39
group.hotel.2019-10-07_00-55-01_01.mongo.csv,MongoDump,2019-10-09 02:55:39,2019-10-09 02:56:05
group.hotel.2019-10-07_00-55-01_01.mongo.csv,MongoDump,2019-10-09 02:55:50,2019-10-09 02:55:59
group.hotel.2019-10-07_00-55-01_01.mongo.csv,MongoDump,2019-10-09 02:55:59,2019-10-09 02:56:02
group.hotel.2019-10-07_00-55-01_01.mongo.csv,MongoDump,2019-10-09 02:56:02,2019-10-09 02:56:05
group.hotel.2019-10-07_00-55-01_01.mongo.csv,MongoDump,2019-10-09 02:56:05,2019-10-09 02:56:09
group.hotel.2019-10-07_00-55-01_01.mongo.csv,MongoDump,2019-10-09 02:56:06,2019-10-09 02:56:09
group.hotel.2019-10-07_00-55-01_01.mongo.csv,MongoDump,2019-10-09 02:56:09,2019-10-09 02:56:12
group.hotel.2019-10-07_00-55-01_01.mongo.csv,MongoDump,2019-10-09 02:56:10,2019-10-09 02:56:13
group.hotel.2019-10-07_00-55-01_01.mongo.csv,MongoDump,2019-10-09 02:56:12,2019-10-09 02:56:15
group.hotel.2019-10-07_00-55-01_01.mongo.csv,MongoDump,2019-10-09 02:56:13,2019-10-09 02:56:17
group.hotel.2019-10-07_00-55-01_01.mongo.csv,MongoDump,2019-10-09 02:56:15,2019-10-09 02:56:18
group.hotel.2019-10-07_00-55-01_01.mongo.csv,MongoDump,2019-10-09 02:56:17,2019-10-09 02:56:20
group.hotel.2019-10-07_00-55-01_01.mongo.csv,MongoDump,2019-10-09 02:56:18,2019-10-09 02:56:23
group.hotel.2019-10-07_00-55-01_01.mongo.csv,MongoDump,2019-10-09 02:56:20,2019-10-09 02:56:23
group.hotel.2019-10-07_00-55-01_01.mongo.csv,MongoDump,2019-10-09 02:56:23,2019-10-09 02:56:30
group.hotel.2019-10-07_00-55-01_01.mongo.csv,MongoDump,2019-10-09 02:56:23,2019-10-09 02:56:31
group.hotel.2019-10-07_00-55-01_01.mongo.csv,MongoDump,2019-10-09 02:56:30,2019-10-09 02:56:33
group.hotel.2019-10-07_00-55-01_01.mongo.csv,MongoDump,2019-10-09 02:56:31,2019-10-09 02:56:33
group.hotel.2019-10-07_00-55-01_01.mongo.csv,MongoDump,2019-10-09 02:56:33,2019-10-09 03:03:07
group.hotel.2019-10-07_00-55-01_01.mongo.csv,MongoDump,2019-10-09 02:56:33,2019-10-09 02:56:36
group.hotel.2019-10-07_00-55-01_01.mongo.csv,MongoDump,2019-10-09 02:56:36,2019-10-09 02:56:39
group.hotel.2019-10-07_00-55-01_01.mongo.csv,MongoDump,2019-10-09 02:56:39,2019-10-09 02:56:42
group.hotel.2019-10-07_00-55-01_01.mongo.csv,MongoDump,2019-10-09 02:56:42,2019-10-09 02:56:46
group.hotel.2019-10-07_00-55-01_01.mongo.csv,MongoDump,2019-10-09 02:56:46,2019-10-09 02:56:50
group.hotel.2019-10-07_00-55-01_01.mongo.csv,MongoDump,2019-10-09 02:56:50,2019-10-09 02:56:53
group.hotel.2019-10-07_00-55-01_01.mongo.csv,MongoDump,2019-10-09 02:56:53,2019-10-09 02:56:56
group.hotel.2019-10-07_00-55-01_01.mongo.csv,MongoDump,2019-10-09 02:56:56,2019-10-09 02:57:00
group.hotel.2019-10-07_00-55-01_01.mongo.csv,MongoDump,2019-10-09 02:57:00,2019-10-09 02:57:03
group.hotel.2019-10-07_00-55-01_01.mongo.csv,MongoDump,2019-10-09 02:57:03,2019-10-09 02:57:07
group.hotel.2019-10-07_00-55-01_01.mongo.csv,MongoDump,2019-10-09 02:57:07,2019-10-09 02:57:11
group.hotel.2019-10-07_00-55-01_01.mongo.csv,MongoDump,2019-10-09 02:57:11,2019-10-09 03:03:53
group.hotel.2019-10-07_00-55-01_01.mongo.csv,MongoDump,2019-10-09 03:03:07,2019-10-09 03:03:10
group.hotel.2019-10-07_00-55-01_01.mongo.csv,MongoDump,2019-10-09 03:03:10,2019-10-09 03:03:15
group.hotel.2019-10-07_00-55-01_01.mongo.csv,MongoDump,2019-10-09 03:03:15,2019-10-09 03:03:17
group.hotel.2019-10-07_00-55-01_01.mongo.csv,MongoDump,2019-10-09 03:03:17,2019-10-09 03:03:21
group.hotel.2019-10-07_00-55-01_01.mongo.csv,MongoDump,2019-10-09 03:03:21,2019-10-09 03:03:24
group.hotel.2019-10-07_00-55-01_01.mongo.csv,MongoDump,2019-10-09 03:03:24,2019-10-09 03:03:27
group.hotel.2019-10-07_00-55-01_01.mongo.csv,MongoDump,2019-10-09 03:03:27,2019-10-09 03:05:05
group.hotel.2019-10-07_00-55-01_01.mongo.csv,MongoDump,2019-10-09 03:03:53,2019-10-09 03:03:56
group.hotel.2019-10-07_00-55-01_01.mongo.csv,MongoDump,2019-10-09 03:03:56,2019-10-09 03:03:59
group.hotel.2019-10-07_00-55-01_01.mongo.csv,MongoDump,2019-10-09 03:03:59,2019-10-09 03:04:03
group.hotel.2019-10-07_00-55-01_01.mongo.csv,MongoDump,2019-10-09 03:04:03,2019-10-09 03:04:06
group.hotel.2019-10-07_00-55-01_01.mongo.csv,MongoDump,2019-10-09 03:04:06,2019-10-09 03:04:11
group.hotel.2019-10-07_00-55-01_01.mongo.csv,MongoDump,2019-10-09 03:04:11,2019-10-09 03:04:23
group.hotel.2019-10-07_00-55-01_01.mongo.csv,MongoDump,2019-10-09 03:04:23,2019-10-09 03:08:06
group.hotel.2019-10-07_00-55-01_01.mongo.csv,MongoDump,2019-10-09 03:05:05,2019-10-09 03:05:13
group.hotel.2019-10-07_00-55-01_01.mongo.csv,MongoDump,2019-10-09 03:05:13,2019-10-09 03:05:32
group.hotel.2019-10-07_00-55-01_01.mongo.csv,MongoDump,2019-10-09 03:05:32,2019-10-09 03:06:23
group.hotel.2019-10-07_00-55-01_01.mongo.csv,MongoDump,2019-10-09 03:06:23,2019-10-09 03:06:29
group.hotel.2019-10-07_00-55-01_01.mongo.csv,MongoDump,2019-10-09 03:06:29,2019-10-09 03:06:32
group.hotel.2019-10-07_00-55-01_01.mongo.csv,MongoDump,2019-10-09 03:06:32,2019-10-09 03:06:36
group.hotel.2019-10-07_00-55-01_01.mongo.csv,MongoDump,2019-10-09 03:06:36,2019-10-09 03:06:39
group.hotel.2019-10-07_00-55-01_01.mongo.csv,MongoDump,2019-10-09 03:06:39,2019-10-09 03:06:43
group.hotel.2019-10-07_00-55-01_01.mongo.csv,MongoDump,2019-10-09 03:06:43,2019-10-09 03:06:47
group.hotel.2019-10-07_00-55-01_01.mongo.csv,MongoDump,2019-10-09 03:06:47,2019-10-09 03:06:58
group.hotel.2019-10-07_00-55-01_01.mongo.csv,MongoDump,2019-10-09 03:06:58,2019-10-09 03:07:01
group.hotel.2019-10-07_00-55-01_01.mongo.csv,MongoDump,2019-10-09 03:07:01,2019-10-09 03:07:06
group.hotel.2019-10-07_00-55-01_01.mongo.csv,MongoDump,2019-10-09 03:07:06,2019-10-09 03:31:10
group.hotel.2019-10-07_00-55-01_01.mongo.csv,MongoDump,2019-10-09 03:08:06,2019-10-09 03:08:09
group.hotel.2019-10-07_00-55-01_01.mongo.csv,MongoDump,2019-10-09 03:08:09,2019-10-09 03:08:22
group.hotel.2019-10-07_00-55-01_01.mongo.csv,MongoDump,2019-10-09 03:08:22,2019-10-09 03:09:35
group.hotel.2019-10-07_00-55-01_01.mongo.csv,MongoDump,2019-10-09 03:09:35,2019-10-09 03:09:40
group.hotel.2019-10-07_00-55-01_01.mongo.csv,MongoDump,2019-10-09 03:09:40,2019-10-09 03:09:43
group.hotel.2019-10-07_00-55-01_01.mongo.csv,MongoDump,2019-10-09 03:09:43,2019-10-09 03:10:00
group.hotel.2019-10-07_00-55-01_01.mongo.csv,MongoDump,2019-10-09 03:10:00,2019-10-09 03:10:09
group.hotel.2019-10-07_00-55-01_01.mongo.csv,MongoDump,2019-10-09 03:10:10,2019-10-09 03:10:16
group.hotel.2019-10-07_00-55-01_01.mongo.csv,MongoDump,2019-10-09 03:10:16,2019-10-09 03:10:20
group.hotel.2019-10-07_00-55-01_01.mongo.csv,MongoDump,2019-10-09 03:10:20,2019-10-09 03:10:26
group.hotel.2019-10-07_00-55-01_01.mongo.csv,MongoDump,2019-10-09 03:10:26,2019-10-09 03:10:29
group.hotel.2019-10-07_00-55-01_01.mongo.csv,MongoDump,2019-10-09 03:10:29,2019-10-09 03:10:33
group.hotel.2019-10-07_00-55-01_01.mongo.csv,MongoDump,2019-10-09 03:10:33,2019-10-09 03:10:37
group.hotel.2019-10-07_00-55-01_01.mongo.csv,MongoDump,2019-10-09 03:10:37,2019-10-09 03:11:19
group.hotel.2019-10-07_00-55-01_01.mongo.csv,MongoDump,2019-10-09 03:11:19,2019-10-09 03:11:23
group.hotel.2019-10-07_00-55-01_01.mongo.csv,MongoDump,2019-10-09 03:11:23,2019-10-09 03:11:33
group.hotel.2019-10-07_00-55-01_01.mongo.csv,MongoDump,2019-10-09 03:11:33,2019-10-09 03:11:37
group.hotel.2019-10-07_00-55-01_01.mongo.csv,MongoDump,2019-10-09 03:11:37,2019-10-09 03:11:40
group.hotel.2019-10-07_00-55-01_01.mongo.csv,MongoDump,2019-10-09 03:11:40,2019-10-09 03:11:43
group.hotel.2019-10-07_00-55-01_01.mongo.csv,MongoDump,2019-10-09 03:11:43,2019-10-09 03:11:46
group.hotel.2019-10-07_00-55-01_01.mongo.csv,MongoDump,2019-10-09 03:11:46,2019-10-09 03:11:58
group.hotel.2019-10-07_00-55-01_01.mongo.csv,MongoDump,2019-10-09 03:11:58,2019-10-09 03:12:02
group.hotel.2019-10-07_00-55-01_01.mongo.csv,MongoDump,2019-10-09 03:12:02,2019-10-09 03:12:07
group.hotel.2019-10-07_00-55-01_01.mongo.csv,MongoDump,2019-10-09 03:12:07,2019-10-09 03:12:14
group.hotel.2019-10-07_00-55-01_01.mongo.csv,MongoDump,2019-10-09 03:12:14,2019-10-09 03:12:17
group.hotel.2019-10-07_00-55-01_01.mongo.csv,MongoDump,2019-10-09 03:12:17,2019-10-09 03:12:23
group.hotel.2019-10-07_00-55-01_01.mongo.csv,MongoDump,2019-10-09 03:12:23,2019-10-09 03:12:26
group.hotel.2019-10-07_00-55-01_01.mongo.csv,MongoDump,2019-10-09 03:12:26,2019-10-09 03:12:29
group.hotel.2019-10-07_00-55-01_01.mongo.csv,MongoDump,2019-10-09 03:12:29,2019-10-09 03:13:30
group.hotel.2019-10-07_00-55-01_01.mongo.csv,MongoDump,2019-10-09 03:13:30,2019-10-09 03:14:13
group.hotel.2019-10-07_00-55-01_01.mongo.csv,MongoDump,2019-10-09 03:14:13,2019-10-09 03:14:17
group.hotel.2019-10-07_00-55-01_01.mongo.csv,MongoDump,2019-10-09 03:14:17,2019-10-09 03:14:21
group.hotel.2019-10-07_00-55-01_01.mongo.csv,MongoDump,2019-10-09 03:14:21,2019-10-09 03:14:25
group.hotel.2019-10-07_00-55-01_01.mongo.csv,MongoDump,2019-10-09 03:14:25,2019-10-09 03:14:31
group.hotel.2019-10-07_00-55-01_01.mongo.csv,MongoDump,2019-10-09 03:14:31,2019-10-09 03:14:49
group.hotel.2019-10-07_00-55-01_01.mongo.csv,MongoDump,2019-10-09 03:14:49,2019-10-09 03:14:52
group.hotel.2019-10-07_00-55-01_01.mongo.csv,MongoDump,2019-10-09 03:14:52,2019-10-09 03:15:52
group.hotel.2019-10-07_00-55-01_01.mongo.csv,MongoDump,2019-10-09 03:15:52,2019-10-09 03:15:56
group.hotel.2019-10-07_00-55-01_01.mongo.csv,MongoDump,2019-10-09 03:15:56,2019-10-09 03:15:59
group.hotel.2019-10-07_00-55-01_01.mongo.csv,MongoDump,2019-10-09 03:15:59,2019-10-09 03:16:06
group.hotel.2019-10-07_00-55-01_01.mongo.csv,MongoDump,2019-10-09 03:16:06,2019-10-09 03:16:09
group.hotel.2019-10-07_00-55-01_01.mongo.csv,MongoDump,2019-10-09 03:16:09,2019-10-09 03:16:13
group.hotel.2019-10-07_00-55-01_01.mongo.csv,MongoDump,2019-10-09 03:16:13,2019-10-09 03:16:20
group.hotel.2019-10-07_00-55-01_01.mongo.csv,MongoDump,2019-10-09 03:16:20,2019-10-09 03:16:34
group.hotel.2019-10-07_00-55-01_01.mongo.csv,MongoDump,2019-10-09 03:16:34,2019-10-09 03:16:37
group.hotel.2019-10-07_00-55-01_01.mongo.csv,MongoDump,2019-10-09 03:16:37,2019-10-09 03:16:40
group.hotel.2019-10-07_00-55-01_01.mongo.csv,MongoDump,2019-10-09 03:16:40,2019-10-09 03:16:43
group.hotel.2019-10-07_00-55-01_01.mongo.csv,MongoDump,2019-10-09 03:16:43,2019-10-09 03:16:46
group.hotel.2019-10-07_00-55-01_01.mongo.csv,MongoDump,2019-10-09 03:16:46,2019-10-09 03:17:51
group.hotel.2019-10-07_00-55-01_01.mongo.csv,MongoDump,2019-10-09 03:17:51,2019-10-09 03:17:53
group.hotel.2019-10-07_00-55-01_01.mongo.csv,MongoDump,2019-10-09 03:17:54,2019-10-09 03:17:57
group.hotel.2019-10-07_00-55-01_01.mongo.csv,MongoDump,2019-10-09 03:17:57,2019-10-09 03:18:06
group.hotel.2019-10-07_00-55-01_01.mongo.csv,MongoDump,2019-10-09 03:18:06,2019-10-09 03:18:12
group.hotel.2019-10-07_00-55-01_01.mongo.csv,ExtractStaleCounts,2019-10-09 03:18:11,2019-10-09 03:33:14
group.hotel.2019-10-07_00-55-01_01.mongo.csv,MongoDump,2019-10-09 03:18:11,2019-10-09 03:18:13
group.hotel.2019-10-07_00-55-01_01.mongo.csv,MongoDump,2019-10-09 03:18:12,2019-10-09 03:18:15
group.hotel.2019-10-07_00-55-01_01.mongo.csv,MongoDump,2019-10-09 03:18:13,2019-10-09 03:18:24
group.hotel.2019-10-07_00-55-01_01.mongo.csv,MongoDump,2019-10-09 03:18:15,2019-10-09 03:18:18
group.hotel.2019-10-07_00-55-01_01.mongo.csv,MongoDump,2019-10-09 03:18:19,2019-10-09 03:18:23
group.hotel.2019-10-07_00-55-01_01.mongo.csv,MongoDump,2019-10-09 03:18:23,2019-10-09 03:18:26
group.hotel.2019-10-07_00-55-01_01.mongo.csv,MongoDump,2019-10-09 03:18:24,2019-10-09 03:18:35
group.hotel.2019-10-07_00-55-01_01.mongo.csv,MongoDump,2019-10-09 03:18:26,2019-10-09 03:18:30
group.hotel.2019-10-07_00-55-01_01.mongo.csv,MongoDump,2019-10-09 03:18:30,2019-10-09 03:18:34
